,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,yr_sold,mnth_sold
48,9477100490,441500.0,3,1.75,1510,7700,1.0,0,0,3,7,1510,0,1968,0,98034,47.7283,-122.194,1440,7416,2015,Apr
49,9138100350,685000.0,4,2.0,2290,6000,1.5,0,3,5,7,2290,0,1900,0,98115,47.6807,-122.318,2000,3150,2015,Feb
50,1624049275,327000.0,4,2.5,1630,5361,2.0,0,0,3,7,1630,0,1999,0,98144,47.5704,-122.294,1920,5046,2014,Aug
51,2770606890,450000.0,4,1.75,1520,5250,1.0,0,0,3,6,1520,0,1949,0,98199,47.6581,-122.39,1530,5250,2014,Aug
52,1157200189,356000.0,3,3.5,2100,12384,2.0,0,0,3,9,2100,0,1980,0,98188,47.4687,-122.263,2400,7776,2014,May
53,2770601800,525000.0,3,1.75,1560,6000,1.0,0,0,3,6,780,780,1944,0,98199,47.6501,-122.384,1560,1734,2014,Oct
54,9301300805,675000.0,3,2.5,1300,1590,2.0,0,0,3,8,1100,200,2014,0,98109,47.6384,-122.343,1070,1223,2014,Dec
55,2325069032,875000.0,5,4.25,4720,18741,2.0,0,0,3,11,3210,1510,2005,0,98053,47.6347,-122.013,3880,37328,2014,Jul
56,1021079099,345000.0,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393,2014,Nov
57,7215730040,695000.0,4,3.0,3150,9130,2.0,0,0,3,9,3150,0,2001,0,98075,47.5974,-122.017,2970,6228,2014,May
58,1853200080,350000.0,2,1.0,1620,9205,1.0,0,0,5,6,850,770,1921,0,98034,47.7119,-122.23,2460,5469,2014,Jun
59,3224600340,695000.0,4,2.5,2790,6540,2.0,0,0,3,9,2790,0,1999,0,98074,47.6087,-122.016,2790,6270,2014,Oct
60,3222049120,400000.0,4,3.0,2320,13068,2.0,0,2,3,8,2320,0,1998,0,98198,47.3497,-122.317,2220,25265,2015,Jan
61,2113700025,330000.0,2,1.0,1129,3840,1.0,0,0,3,7,1129,0,1953,0,98106,47.5313,-122.351,1300,3880,2015,Apr
62,7893207925,265000.0,3,1.5,1290,7100,1.0,0,0,3,6,1290,0,1954,0,98198,47.4227,-122.332,1300,7183,2014,Oct
63,3586501085,630000.0,4,2.5,2290,26720,2.0,0,0,3,8,2290,0,1977,0,98177,47.7502,-122.374,2290,26720,2014,Aug
64,8024200010,312000.0,2,1.0,1460,6000,1.0,0,0,2,7,1260,200,1925,0,98115,47.7009,-122.317,1580,6380,2014,Oct
65,7116500705,156000.0,2,1.0,920,5889,1.0,0,0,4,6,920,0,1950,0,98002,47.3012,-122.218,1210,6180,2015,Jan
66,1598600209,300000.0,6,2.5,3080,8163,1.0,0,0,3,7,1580,1500,1985,0,98030,47.3859,-122.221,1850,8658,2014,Oct
67,7204200025,1225000.0,4,2.5,3120,49456,2.0,1,4,4,9,2590,530,1974,1989,98198,47.3535,-122.323,2030,32181,2014,Oct
68,4206901505,465000.0,2,1.0,1120,4000,1.0,0,0,3,7,1120,0,1926,0,98105,47.6567,-122.327,1620,4000,2015,Mar
69,2937300440,923990.0,4,2.5,3600,6055,2.0,0,0,3,9,3600,0,2014,0,98052,47.7053,-122.126,3590,6050,2014,Sep
70,7205000180,320000.0,4,2.25,2000,10374,2.0,0,1,4,7,2000,0,1967,0,98023,47.3342,-122.34,2170,10374,2015,Apr
71,8718500665,375000.0,3,1.0,1610,11250,1.0,0,0,3,7,1090,520,1975,0,98028,47.7391,-122.256,2040,10692,2014,Jul
72,5318101765,985000.0,3,1.75,1670,5400,2.0,0,0,5,8,1670,0,1912,0,98112,47.635,-122.284,2100,5400,2014,Jun
73,4122700020,850000.0,5,2.0,2310,13430,1.5,0,0,4,8,2310,0,1966,0,98004,47.6395,-122.203,2810,13906,2014,Jul
74,8078700020,474900.0,3,2.25,1800,43647,1.0,0,0,4,8,1800,0,1976,0,98072,47.7757,-122.132,2480,25608,2014,Jun
75,3303980680,997000.0,4,3.5,3430,13609,2.0,0,0,3,11,3430,0,2001,0,98059,47.5196,-122.151,3880,11614,2015,Feb
76,8924100372,1302000.0,4,3.5,3590,5334,2.0,0,2,3,9,3140,450,2006,0,98115,47.6763,-122.267,2100,6250,2015,Apr
77,2781270210,209900.0,2,2.0,1180,3003,2.0,0,0,3,6,1180,0,2005,0,98038,47.3491,-122.02,1310,3003,2015,Feb
78,519000043,602000.0,3,2.5,1640,3804,2.0,0,0,3,8,1640,0,1998,0,98122,47.6103,-122.3,1440,3230,2014,Jul
79,3225069301,1228000.0,4,2.5,5730,44947,2.0,0,4,3,11,4280,1450,1991,0,98074,47.6052,-122.064,3310,17628,2014,Jun
80,151000075,856000.0,3,2.5,2160,3920,2.0,0,0,3,9,2160,0,2014,0,98116,47.5762,-122.415,1500,4920,2015,Feb
81,2297400020,392000.0,3,2.25,1790,7125,1.0,0,0,3,7,1220,570,1974,0,98034,47.7184,-122.226,2040,7950,2014,Sep
82,6617500085,500000.0,4,2.5,2900,5760,1.0,0,0,4,8,1660,1240,1959,0,98118,47.55,-122.272,2250,6098,2015,Apr
83,104510180,230000.0,3,2.25,1500,7210,1.0,0,0,3,7,1150,350,1984,0,98023,47.3124,-122.352,1500,7210,2015,Feb
84,3528900060,1145000.0,3,2.5,2490,4000,2.0,0,0,5,8,1670,820,1918,0,98109,47.6403,-122.35,2310,4000,2014,Jun
85,3345100286,560000.0,4,2.5,3270,24750,1.0,0,0,4,8,1690,1580,1979,0,98056,47.5221,-122.178,1520,13480,2015,Feb
86,1226039130,355000.0,3,2.25,1980,7200,1.0,0,0,3,8,1300,680,1964,0,98177,47.7625,-122.36,1820,8250,2014,Oct
87,8712100720,785000.0,3,2.0,2090,5015,1.5,0,0,5,7,2090,0,1920,0,98112,47.6378,-122.301,1930,4250,2014,Aug
88,3037200010,447500.0,2,2.25,1180,2090,2.0,0,0,3,7,1180,0,2004,0,98122,47.6032,-122.31,1550,2812,2015,Mar
89,3626039268,540000.0,1,1.0,1140,6700,1.5,0,0,3,7,1140,0,1920,0,98103,47.6958,-122.357,1350,6700,2014,May
90,104510230,252000.0,3,2.0,1540,7210,2.0,0,0,4,7,1540,0,1984,0,98023,47.3128,-122.351,1500,7210,2014,Nov
91,5112800060,455000.0,4,1.75,2050,94525,1.0,0,0,4,7,1250,800,1959,0,98058,47.4492,-122.084,2270,47480,2014,Jun
92,6072400280,619850.0,4,2.5,2270,9247,1.0,0,0,5,8,1500,770,1972,0,98006,47.5602,-122.176,2270,9163,2014,Jun
93,5317100570,1250000.0,3,2.5,2070,4944,2.0,0,0,3,9,2070,0,1930,0,98112,47.6256,-122.284,3300,6179,2014,Dec
94,9528102993,495000.0,3,1.5,1580,1228,3.0,0,0,3,8,1580,0,2014,0,98115,47.6765,-122.32,1580,3605,2014,Dec
95,2919201095,540000.0,3,1.0,1270,3840,1.5,0,0,3,7,1270,0,1926,0,98103,47.6896,-122.357,1270,4175,2015,Mar
96,6181400920,286651.0,3,2.5,1830,4997,2.0,0,0,3,7,1830,0,2004,0,98001,47.3035,-122.283,2488,4998,2015,Apr
97,185000161,261000.0,3,1.0,1780,7800,1.0,0,0,3,7,1060,720,1957,0,98178,47.4932,-122.263,1450,7800,2014,Oct
98,8691400010,830000.0,4,3.25,3330,7809,2.0,0,0,3,9,3330,0,2004,0,98075,47.5977,-121.976,3100,6465,2015,Mar
99,3345700165,450000.0,3,2.25,2530,27227,2.0,0,0,3,8,2530,0,1987,0,98056,47.527,-122.193,2160,30192,2014,Dec
100,6151800486,260000.0,2,1.0,1270,19602,1.0,0,0,3,6,1270,0,1977,0,98010,47.3375,-122.048,1270,17699,2014,Jul
101,4340000080,1450000.0,4,3.5,2820,7809,2.0,0,0,3,10,2820,0,1995,0,98004,47.622,-122.195,2630,7904,2015,Mar
102,4136960010,480000.0,5,3.5,3480,12821,2.0,0,2,3,10,2890,590,2004,0,98092,47.2641,-122.215,3400,9870,2015,Mar
103,3634100030,270000.0,4,2.0,1830,5220,1.5,0,0,3,7,1830,0,1951,0,98118,47.5331,-122.278,1760,5757,2015,Jan
104,1624059224,1160000.0,4,3.5,4680,9700,2.0,0,0,3,10,3360,1320,2005,0,98006,47.5703,-122.165,2800,12343,2014,Jun
105,2788400090,250000.0,3,1.0,1700,7700,1.0,0,0,3,7,1120,580,1960,0,98168,47.5114,-122.318,1700,8800,2014,Aug
106,9828200762,650000.0,2,1.0,1050,2542,1.0,0,0,3,7,880,170,1904,0,98122,47.6172,-122.298,1620,1809,2014,Jun
107,7524400250,589950.0,3,2.0,2080,12094,2.0,0,0,4,8,2080,0,1982,0,98052,47.7035,-122.164,2230,12204,2014,Nov
108,3528000290,743700.0,4,2.5,2610,33206,2.0,0,0,3,10,2610,0,1988,0,98053,47.6662,-122.057,2870,28295,2014,Jun
109,5700003630,1925000.0,5,4.25,4830,8050,2.5,0,2,4,11,3710,1120,1914,0,98144,47.5789,-122.286,4470,9194,2014,Jun
110,2720069019,316000.0,3,1.75,1120,98445,1.5,0,2,4,7,1120,0,1917,0,98022,47.1853,-122.017,1620,34200,2014,Nov
111,7227501170,235867.0,4,2.0,1330,5926,1.0,0,0,4,5,1330,0,1942,0,98056,47.496,-122.19,1150,5485,2014,Jun
112,2397101270,716000.0,3,2.0,1420,3600,1.5,0,0,4,7,1420,0,1904,0,98119,47.6367,-122.364,1250,3600,2015,Jan
113,6792100090,683000.0,4,2.5,2620,10489,2.0,0,0,3,9,2620,0,1990,0,98052,47.6732,-122.143,2430,7701,2014,Sep
114,2770602265,345000.0,3,2.0,1430,4200,1.0,0,0,4,7,830,600,1908,0,98199,47.6462,-122.384,1540,5000,2015,Feb
115,3971700937,270000.0,3,1.75,1260,7500,1.0,0,0,3,6,840,420,1947,0,98155,47.772,-122.323,1340,7500,2014,Aug
116,422049203,239000.0,3,1.5,1330,6540,1.0,0,0,3,7,900,430,1971,0,98188,47.4239,-122.292,1400,11500,2014,Oct
117,3076500830,385195.0,1,1.0,710,6000,1.5,0,0,3,6,710,0,2015,0,98144,47.5756,-122.316,1440,4800,2014,Oct
118,1423400260,273000.0,3,1.75,2050,9045,2.0,0,0,4,6,2050,0,1959,0,98058,47.4572,-122.18,1200,9045,2015,Apr
119,9161100795,476900.0,3,1.0,1240,5758,1.5,0,0,4,6,960,280,1910,0,98116,47.5675,-122.396,1460,5750,2015,May
120,3126049052,551000.0,4,1.75,2040,6348,1.0,0,0,3,7,1020,1020,1962,0,98103,47.6964,-122.336,1770,5047,2015,Mar
121,5100401468,448000.0,2,1.0,1110,5413,1.0,0,0,3,6,890,220,1937,0,98115,47.6925,-122.32,1300,5413,2014,Jul
122,514500235,411100.0,3,1.5,1040,10323,1.0,0,0,4,7,1040,0,1958,0,98005,47.5882,-122.155,1580,7200,2014,Oct
123,1423200170,223000.0,2,1.0,910,9869,1.0,0,0,3,6,910,0,1957,0,98058,47.4572,-122.184,1480,9750,2014,Jun
124,1402100070,335500.0,5,3.0,2240,19090,1.0,0,0,4,8,1700,540,1968,0,98058,47.4416,-122.149,2280,20000,2014,Aug
125,624110020,730000.0,3,3.0,3460,13129,2.0,0,0,3,9,2560,900,1988,0,98077,47.7315,-122.058,3460,12568,2014,Sep
126,2407000145,197200.0,3,1.0,1140,8775,1.0,0,0,3,6,990,150,1942,0,98146,47.4824,-122.336,1300,8775,2015,Jan
127,1890000225,725000.0,6,1.75,2380,4080,2.0,0,0,3,8,2380,0,1917,0,98105,47.6629,-122.325,2030,4080,2014,Jun
128,1320069271,342500.0,3,2.0,2080,11375,1.0,0,0,3,8,2080,0,2002,0,98022,47.214,-121.993,1080,12899,2014,Jun
129,5490700085,340000.0,5,2.0,1750,8220,1.0,0,0,3,7,1750,0,1956,0,98155,47.7694,-122.321,1210,6760,2014,Sep
130,263000155,418000.0,3,2.0,1410,6030,1.5,0,0,4,7,1410,0,1930,0,98103,47.6994,-122.347,1410,6300,2014,May
131,3726800201,410000.0,3,1.75,2160,4000,1.0,0,0,3,7,1080,1080,1953,0,98144,47.5721,-122.309,1260,3200,2015,Apr
132,5153200358,240000.0,5,1.75,2460,16000,1.0,0,0,3,7,1230,1230,1957,0,98023,47.3305,-122.351,1990,16000,2014,Oct
133,2725079018,800000.0,4,3.25,3540,159430,2.0,0,0,3,9,3540,0,2007,0,98014,47.6285,-121.899,1940,392040,2014,May
134,7165700200,275000.0,3,3.0,1390,1080,2.0,0,0,3,7,1140,250,2006,0,98118,47.5323,-122.281,1450,1081,2014,Jun
135,9429000170,617950.0,4,2.5,2410,7950,2.0,0,0,3,8,2410,0,1997,0,98034,47.7185,-122.226,1920,7713,2015,Mar
136,8718500075,396000.0,3,1.5,1300,8280,1.0,0,0,5,7,1300,0,1956,0,98028,47.7403,-122.256,1570,8692,2014,Nov
137,1760650950,309000.0,3,2.5,1950,3825,2.0,0,0,3,7,1950,0,2013,0,98042,47.3588,-122.082,1950,3825,2015,Apr
138,1068000559,1275000.0,4,1.75,3720,8448,1.0,0,3,4,9,1960,1760,1947,0,98199,47.6425,-122.406,2540,7064,2014,Oct
139,4113800500,572500.0,3,2.5,2490,7589,2.0,0,0,3,9,2490,0,1991,0,98056,47.5355,-122.179,2500,10386,2015,Feb
140,4077800507,518500.0,4,3.0,2120,5520,1.5,0,0,3,8,1420,700,1985,0,98125,47.7085,-122.286,2020,8700,2014,Aug
141,2725069150,710000.0,3,2.5,2830,9680,2.0,0,0,3,10,2830,0,1991,0,98074,47.6249,-122.024,2970,8691,2014,Aug
142,4008400035,600000.0,5,3.25,4410,58157,2.0,0,0,4,9,2330,2080,2001,0,98058,47.4395,-122.111,2460,42565,2014,Oct
143,7016310270,467000.0,4,2.5,2220,7210,1.0,0,0,3,7,1270,950,1973,0,98011,47.7428,-122.183,2220,7313,2015,Apr
144,1432701230,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,2014,Jul
145,3278606050,362500.0,3,3.5,1710,2212,2.0,0,0,3,7,1400,310,2013,0,98126,47.5459,-122.368,1580,2212,2015,Apr
146,2473350710,390000.0,4,1.75,2330,8364,1.0,0,0,4,8,2330,0,1968,0,98058,47.4568,-122.146,2180,9630,2014,Oct
147,2185000685,208417.0,2,1.0,840,4200,1.0,0,0,3,5,840,0,1938,0,98108,47.5292,-122.316,830,5000,2014,Nov
148,7792000025,340000.0,3,1.0,3180,27586,1.0,0,0,3,8,1400,1780,1969,0,98022,47.1986,-121.967,2180,27586,2015,Feb
149,6868200029,467500.0,3,1.75,2260,8512,1.0,0,0,3,7,1130,1130,1948,0,98125,47.7129,-122.304,2240,8040,2014,Sep
150,624069003,829000.0,4,2.75,2970,59677,1.0,0,2,4,8,1610,1360,1973,0,98075,47.5953,-122.08,2930,42489,2015,Jan
151,7431500280,959750.0,4,3.0,3060,50002,1.0,0,2,4,8,2460,600,1957,0,98008,47.6205,-122.096,2740,16181,2014,Nov
152,3296000040,542000.0,3,2.5,1990,15985,1.0,0,0,3,8,1540,450,1964,0,98007,47.6205,-122.141,2470,10125,2014,Sep
153,1118001215,2250000.0,3,2.5,3420,8700,1.0,0,0,3,9,2890,530,1951,0,98112,47.6352,-122.29,3370,8700,2015,Feb
154,6453900040,575000.0,5,2.5,2990,7500,1.0,0,2,3,9,1800,1190,1972,0,98177,47.7707,-122.369,2800,9860,2014,Jul
155,333100209,690000.0,3,1.75,2330,16300,2.0,0,0,3,9,2330,0,1964,0,98034,47.7037,-122.24,2330,16300,2015,Mar
156,34001765,699950.0,3,3.25,2230,5460,1.0,0,1,4,8,1430,800,1977,0,98136,47.53,-122.388,2070,5600,2015,Mar
157,8946700100,408500.0,4,2.5,2720,7043,2.0,0,0,3,9,2720,0,2003,0,98092,47.3315,-122.169,2640,6958,2014,Dec
158,5561401210,595000.0,4,3.0,3680,35736,1.5,0,0,4,8,2320,1360,1970,0,98027,47.4703,-122.015,3210,39512,2015,Jan
159,6671900095,313000.0,3,1.75,1320,6205,1.0,0,0,5,7,1320,0,1948,0,98133,47.7412,-122.343,1210,6205,2014,May
160,3275850020,781000.0,4,2.5,2590,8571,2.0,0,0,3,9,2590,0,1988,0,98052,47.691,-122.105,2360,8155,2015,Apr
161,3876300600,371000.0,4,1.75,1610,11305,1.0,0,0,3,7,1610,0,1968,0,98034,47.727,-122.176,1870,11850,2014,Dec
162,1450900020,268000.0,3,2.0,1610,8416,1.0,0,0,3,7,1610,0,1994,0,98031,47.397,-122.187,1600,8308,2014,Oct
163,8562780280,331000.0,2,2.25,1240,720,2.0,0,0,3,7,1150,90,2008,0,98027,47.5322,-122.072,1260,810,2015,Feb
164,7663700973,321000.0,3,2.25,1347,1292,3.0,0,0,3,7,1347,0,2010,0,98125,47.7306,-122.291,1480,1865,2014,May
165,2126049032,375000.0,3,1.75,1330,9417,1.0,0,0,5,6,710,620,1936,0,98125,47.7231,-122.301,1690,7937,2014,Sep
166,1823059159,298000.0,2,1.0,850,5000,1.0,0,0,3,5,850,0,1907,0,98055,47.4874,-122.207,910,4815,2015,May
167,3438503426,209500.0,3,1.5,970,5488,1.0,0,0,3,7,970,0,1976,0,98106,47.5366,-122.359,1040,5488,2015,Apr
168,9297301495,440000.0,3,2.5,2160,3738,2.0,0,0,3,8,2160,0,1994,0,98126,47.5661,-122.375,1500,4000,2015,Feb
169,7140700850,350000.0,4,2.5,2560,5428,2.0,0,0,3,8,2560,0,2012,0,98042,47.3835,-122.095,2620,5428,2015,Mar
170,7942601805,618000.0,3,2.5,2340,3630,2.0,0,0,3,9,2340,0,1998,0,98122,47.6059,-122.307,1820,5120,2014,Sep
171,2555900030,320000.0,3,1.0,1520,8870,1.5,0,0,4,7,1520,0,1951,0,98155,47.7638,-122.317,1520,7800,2014,Nov
172,2887970040,234950.0,2,2.5,1720,3132,2.0,0,0,3,8,1720,0,1999,0,98042,47.3728,-122.157,1740,4220,2015,Apr
173,7419700010,665000.0,5,2.0,2800,17788,1.0,0,0,4,8,1400,1400,1963,0,98033,47.6719,-122.163,1760,18282,2014,Jul
174,2239000011,500000.0,4,2.0,1530,7816,1.0,0,0,3,7,1530,0,1955,0,98133,47.7309,-122.332,1480,7816,2015,Jan
175,9283800050,575000.0,2,1.5,1750,19709,1.5,0,0,4,8,1440,310,1978,0,98010,47.3351,-122.044,1950,21075,2014,Aug
176,9407001340,320000.0,3,2.0,1110,10500,1.0,0,0,5,7,1110,0,1978,0,98045,47.4456,-121.773,1230,10395,2014,May
177,217500140,464000.0,5,2.5,3400,8970,1.0,0,0,4,8,1700,1700,1959,0,98133,47.7358,-122.335,1890,8475,2014,May
178,7212660520,280000.0,4,2.0,1600,6861,1.0,0,0,3,7,1600,0,1994,0,98003,47.2701,-122.313,1870,7455,2015,Mar
179,3298201170,350000.0,3,1.0,940,7811,1.0,0,0,3,6,940,0,1959,0,98008,47.6195,-122.118,1180,7490,2014,Nov
180,3057000400,249000.0,2,1.5,1090,2686,2.0,0,0,3,7,1090,0,1982,0,98034,47.717,-122.19,1160,2158,2014,Jul
181,6865200444,531000.0,2,3.0,1270,1175,2.0,0,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800,2014,May
182,6071600340,472800.0,3,2.25,1840,8400,1.0,0,0,3,8,1290,550,1961,0,98006,47.5497,-122.172,2110,8400,2014,Nov
183,6821600005,710000.0,4,1.75,2120,5400,1.0,0,0,4,8,1060,1060,1941,0,98199,47.6501,-122.395,2052,6000,2015,Apr
184,1235100371,580000.0,5,2.75,3550,9600,2.0,0,0,3,7,3550,0,1960,0,98033,47.6766,-122.186,3370,9600,2014,Jul
185,7796450340,330000.0,4,2.5,2980,5674,2.0,0,0,3,8,2980,0,2003,0,98023,47.277,-122.347,2610,5495,2014,Dec
186,3603000410,174950.0,2,1.0,730,6000,1.0,0,0,3,6,730,0,1950,1985,98198,47.3832,-122.3,1750,7200,2014,Dec
187,9297300255,565000.0,3,3.0,2110,4000,1.0,0,2,4,7,1110,1000,1965,0,98126,47.5696,-122.375,1730,4000,2014,Jul
188,9126100850,534000.0,5,2.0,2280,3600,2.0,0,0,3,7,2280,0,1992,0,98122,47.6056,-122.305,1740,1800,2014,Nov
189,2770601462,503500.0,3,2.5,1810,1750,2.0,0,0,3,7,1350,460,1997,0,98199,47.6513,-122.386,1640,1563,2015,Apr
190,2599001500,235000.0,3,1.75,1420,7920,1.0,0,0,4,7,1420,0,1962,0,98092,47.2931,-122.188,1420,7920,2014,Jul
191,1102000095,558000.0,4,2.5,3220,5120,2.0,0,0,3,9,2420,800,2000,0,98118,47.5434,-122.27,1770,7680,2014,Aug
